year,month,day,time,air.temperature
2012 ,12 ,10 ,12:00,0.6
2012 ,12 ,11 ,12:00,1.1
2012 ,12 ,12 ,12:00,2.2
2012 ,12 ,13 ,12:00,2.3
2012 ,12 ,14 ,12:00,4.2
2012 ,12 ,15 ,12:00,10.4
2012 ,12 ,16 ,12:00,9.4
2012 ,12 ,17 ,12:00,7
2012 ,12 ,18 ,12:00,5.7
2012 ,12 ,19 ,12:00,2.2
2012 ,12 ,20 ,12:00,2.1
2012 ,12 ,21 ,12:00,3.1
2012 ,12 ,22 ,12:00,6.7
2012 ,12 ,23 ,12:00,3
2012 ,12 ,24 ,12:00,0.2
2012 ,12 ,25 ,12:00,1.1
2012 ,12 ,26 ,12:00,1.7
2012 ,12 ,27 ,12:00,-0.1
2012 ,12 ,28 ,12:00,1.4
2012 ,12 ,29 ,12:00,6.7
2012 ,12 ,30 ,12:00,7.1
2012 ,12 ,31 ,12:00,2.3
2013 ,1 ,1 ,12:00,1.1
2013 ,1 ,2 ,12:00,2.9
2013 ,1 ,3 ,12:00,-0.1
2013 ,1 ,4 ,12:00,-1.2
2013 ,1 ,5 ,12:00,-1.4
2013 ,1 ,6 ,12:00,0.6
2013 ,1 ,7 ,12:00,1.8
2013 ,1 ,8 ,12:00,2.2
2013 ,1 ,9 ,12:00,1.4
2013 ,1 ,10 ,12:00,1.7
2013 ,1 ,11 ,12:00,0.9
2013 ,1 ,12 ,12:00,1.5
2013 ,1 ,13 ,12:00,3.1
2013 ,1 ,14 ,12:00,4.6
2013 ,1 ,15 ,12:00,2.8
2013 ,1 ,16 ,12:00,1.4
2013 ,1 ,17 ,12:00,1.4
2013 ,1 ,18 ,12:00,0.3
2013 ,1 ,19 ,12:00,2.1
2013 ,1 ,20 ,12:00,4.6
2013 ,1 ,21 ,12:00,2.3
2013 ,1 ,22 ,12:00,6.7
2013 ,1 ,23 ,12:00,4.1
2013 ,1 ,24 ,12:00,4
2013 ,1 ,25 ,12:00,3.1
2013 ,1 ,26 ,12:00,0.9
2013 ,1 ,27 ,12:00,-0.4
2013 ,1 ,28 ,12:00,1.1
2013 ,1 ,29 ,12:00,2.8
2013 ,1 ,30 ,12:00,5.8
2013 ,1 ,31 ,12:00,3.9
2013 ,2 ,1 ,12:00,6.3
2013 ,2 ,2 ,12:00,12
2013 ,2 ,3 ,12:00,6.9
2013 ,2 ,4 ,12:00,6.8
2013 ,2 ,5 ,12:00,5
2013 ,2 ,6 ,12:00,4.2
2013 ,2 ,7 ,12:00,5.6
2013 ,2 ,8 ,12:00,-0.1
2013 ,2 ,9 ,12:00,0.1
2013 ,2 ,10 ,12:00,1.7
2013 ,2 ,11 ,12:00,1.2
2013 ,2 ,12 ,12:00,2.6
2013 ,2 ,13 ,12:00,3.3
2013 ,2 ,14 ,12:00,4.4
2013 ,2 ,15 ,12:00,4.4
2013 ,2 ,16 ,12:00,1.2
2013 ,2 ,17 ,12:00,0.9
2013 ,2 ,18 ,12:00,4.3
2013 ,2 ,19 ,12:00,2.6
2013 ,2 ,20 ,12:00,2.3
2013 ,2 ,21 ,12:00,1
2013 ,2 ,22 ,12:00,1.8
2013 ,2 ,23 ,12:00,2.2
2013 ,2 ,24 ,12:00,0.5
2013 ,2 ,25 ,12:00,1
2013 ,2 ,26 ,12:00,3.5
2013 ,2 ,27 ,12:00,7.4
2013 ,2 ,28 ,12:00,6
2013 ,3 ,1 ,12:00,8.5
2013 ,3 ,2 ,12:00,3.5
2013 ,3 ,3 ,12:00,2.5
2013 ,3 ,4 ,12:00,3
2013 ,3 ,5 ,12:00,4.9
2013 ,3 ,6 ,12:00,6.9
2013 ,3 ,7 ,12:00,9.6
2013 ,3 ,8 ,12:00,12.9
2013 ,3 ,9 ,12:00,12.3
2013 ,3 ,10 ,12:00,7.2
2013 ,3 ,11 ,12:00,4.1
2013 ,3 ,12 ,12:00,6.3
2013 ,3 ,13 ,12:00,11.2
2013 ,3 ,14 ,12:00,3.7
2013 ,3 ,15 ,12:00,3.9
2013 ,3 ,16 ,12:00,7.1
2013 ,3 ,17 ,12:00,9.3
2013 ,3 ,18 ,12:00,16.5
2013 ,3 ,19 ,12:00,15.5
2013 ,3 ,20 ,12:00,12
2013 ,3 ,21 ,12:00,5.1
2013 ,3 ,22 ,12:00,7
2013 ,3 ,23 ,12:00,7.5
2013 ,3 ,24 ,12:00,9.9
2013 ,3 ,25 ,12:00,8.5
2013 ,3 ,26 ,12:00,5.5
2013 ,3 ,27 ,12:00,6.4
2013 ,3 ,28 ,12:00,12.6
2013 ,3 ,29 ,12:00,12.1
2013 ,3 ,30 ,12:00,9.5
2013 ,3 ,31 ,12:00,10
2013 ,4 ,1 ,12:00,10.1
2013 ,4 ,2 ,12:00,10.3
2013 ,4 ,3 ,12:00,10.8
2013 ,4 ,4 ,12:00,12
2013 ,4 ,5 ,12:00,15.4
2013 ,4 ,6 ,12:00,15.7
2013 ,4 ,7 ,12:00,11.1
2013 ,4 ,8 ,12:00,9.8
2013 ,4 ,9 ,12:00,11.7
2013 ,4 ,10 ,12:00,8.4
2013 ,4 ,11 ,12:00,5.9
2013 ,4 ,12 ,12:00,7
2013 ,4 ,13 ,12:00,7.8
2013 ,4 ,14 ,12:00,12.9
2013 ,4 ,15 ,12:00,14.3
2013 ,4 ,16 ,12:00,16.7
2013 ,4 ,17 ,12:00,18.4
2013 ,4 ,18 ,12:00,16.7
2013 ,4 ,19 ,12:00,10
2013 ,4 ,20 ,12:00,6.9
2013 ,4 ,21 ,12:00,7.1
2013 ,4 ,22 ,12:00,8.1
2013 ,4 ,23 ,12:00,10.7
2013 ,4 ,24 ,12:00,14
2013 ,4 ,25 ,12:00,13.7
2013 ,4 ,26 ,12:00,10.9
2013 ,4 ,27 ,12:00,12
2013 ,4 ,28 ,12:00,12.7
2013 ,4 ,29 ,12:00,15.7
2013 ,4 ,30 ,12:00,14.7
2013 ,5 ,1 ,12:00,11.1
2013 ,5 ,2 ,12:00,9.5
2013 ,5 ,3 ,12:00,11.2
2013 ,5 ,4 ,12:00,10.9
2013 ,5 ,5 ,12:00,14.1
2013 ,5 ,6 ,12:00,16.1
2013 ,5 ,7 ,12:00,13.6
2013 ,5 ,8 ,12:00,14.6
2013 ,5 ,9 ,12:00,16.4
2013 ,5 ,10 ,12:00,14.8
2013 ,5 ,11 ,12:00,17.2
2013 ,5 ,12 ,12:00,17.2
2013 ,5 ,13 ,12:00,15.2
2013 ,5 ,14 ,12:00,20.4
2013 ,5 ,15 ,12:00,20.5
2013 ,5 ,16 ,12:00,17.2
2013 ,5 ,17 ,12:00,17.3
2013 ,5 ,18 ,12:00,18.2
2013 ,5 ,19 ,12:00,16.9
2013 ,5 ,20 ,12:00,20.5
2013 ,5 ,21 ,12:00,21
2013 ,5 ,22 ,12:00,21.7
2013 ,5 ,23 ,12:00,19.9
2013 ,5 ,24 ,12:00,19.9
2013 ,5 ,25 ,12:00,20.3
2013 ,5 ,26 ,12:00,21.3
2013 ,5 ,27 ,12:00,21.3
2013 ,5 ,28 ,12:00,19.8
2013 ,5 ,29 ,12:00,21.1
2013 ,5 ,30 ,12:00,20.3
2013 ,5 ,31 ,12:00,19.6
2013 ,6 ,1 ,12:00,18.3
2013 ,6 ,2 ,12:00,20.1
2013 ,6 ,3 ,12:00,22
2013 ,6 ,4 ,12:00,21.5
2013 ,6 ,5 ,12:00,21.9
2013 ,6 ,6 ,12:00,21.1
2013 ,6 ,7 ,12:00,22.1
2013 ,6 ,8 ,12:00,21.1
2013 ,6 ,9 ,12:00,20.8
2013 ,6 ,10 ,12:00,22.1
2013 ,6 ,11 ,12:00,23.3
2013 ,6 ,12 ,12:00,26.2
2013 ,6 ,13 ,12:00,27.7
2013 ,6 ,14 ,12:00,27.3
2013 ,6 ,15 ,12:00,22.9
2013 ,6 ,16 ,12:00,25.1
2013 ,6 ,17 ,12:00,24.9
2013 ,6 ,18 ,12:00,25.7
2013 ,6 ,19 ,12:00,23.5
2013 ,6 ,20 ,12:00,20.3
2013 ,6 ,21 ,12:00,19.2
2013 ,6 ,22 ,12:00,21
2013 ,6 ,23 ,12:00,22
2013 ,6 ,24 ,12:00,22.6
2013 ,6 ,25 ,12:00,24.3
2013 ,6 ,26 ,12:00,20.9
2013 ,6 ,27 ,12:00,23.1
2013 ,6 ,28 ,12:00,23.7
2013 ,6 ,29 ,12:00,24.2
2013 ,6 ,30 ,12:00,23.8
2013 ,7 ,1 ,12:00,24.5
2013 ,7 ,2 ,12:00,24
2013 ,7 ,3 ,12:00,23.3
2013 ,7 ,4 ,12:00,24
2013 ,7 ,5 ,12:00,26.8
2013 ,7 ,6 ,12:00,27.4
2013 ,7 ,7 ,12:00,27.6
2013 ,7 ,8 ,12:00,28.7
2013 ,7 ,9 ,12:00,27.8
2013 ,7 ,10 ,12:00,28.1
2013 ,7 ,11 ,12:00,28.3
2013 ,7 ,12 ,12:00,28.4
2013 ,7 ,13 ,12:00,26.9
2013 ,7 ,14 ,12:00,24.8
2013 ,7 ,15 ,12:00,24
2013 ,7 ,16 ,12:00,26.4
2013 ,7 ,17 ,12:00,26
2013 ,7 ,18 ,12:00,26.8
2013 ,7 ,19 ,12:00,25.3
2013 ,7 ,20 ,12:00,25.8
2013 ,7 ,21 ,12:00,26.1
2013 ,7 ,22 ,12:00,25.8
2013 ,7 ,23 ,12:00,26.7
2013 ,7 ,24 ,12:00,27.2
2013 ,7 ,25 ,12:00,28.2
2013 ,7 ,26 ,12:00,27.4
2013 ,7 ,27 ,12:00,26.4
2013 ,7 ,28 ,12:00,26.3
2013 ,7 ,29 ,12:00,25.1
2013 ,7 ,30 ,12:00,28.1
2013 ,7 ,31 ,12:00,26.1
2013 ,8 ,1 ,12:00,26.9
2013 ,8 ,2 ,12:00,26.9
2013 ,8 ,3 ,12:00,26.4
2013 ,8 ,4 ,12:00,26
2013 ,8 ,5 ,12:00,27.4
2013 ,8 ,6 ,12:00,27.7
2013 ,8 ,7 ,12:00,27.3
2013 ,8 ,8 ,12:00,27.7
2013 ,8 ,9 ,12:00,29.1
2013 ,8 ,10 ,12:00,28.9
2013 ,8 ,11 ,12:00,30
2013 ,8 ,12 ,12:00,29.5
2013 ,8 ,13 ,12:00,28.2
2013 ,8 ,14 ,12:00,28.5
2013 ,8 ,15 ,12:00,28.8
2013 ,8 ,16 ,12:00,29.1
2013 ,8 ,17 ,12:00,28.7
2013 ,8 ,18 ,12:00,29.2
2013 ,8 ,19 ,12:00,29.8
2013 ,8 ,20 ,12:00,29.5
2013 ,8 ,21 ,12:00,28.8
2013 ,8 ,22 ,12:00,29.3
2013 ,8 ,23 ,12:00,28
2013 ,8 ,24 ,12:00,25.3
2013 ,8 ,25 ,12:00,24.3
2013 ,8 ,26 ,12:00,23.9
2013 ,8 ,27 ,12:00,23.8
2013 ,8 ,28 ,12:00,23.1
2013 ,8 ,29 ,12:00,25.5
2013 ,8 ,30 ,12:00,26.7
2013 ,8 ,31 ,12:00,27.7
2013 ,9 ,1 ,12:00,23.1
2013 ,9 ,2 ,12:00,23.6
2013 ,9 ,3 ,12:00,22.1
2013 ,9 ,4 ,12:00,19.9
2013 ,9 ,5 ,12:00,22.6
2013 ,9 ,6 ,12:00,22.9
2013 ,9 ,7 ,12:00,21.9
2013 ,9 ,8 ,12:00,22.5
2013 ,9 ,9 ,12:00,23
2013 ,9 ,10 ,12:00,23.9
2013 ,9 ,11 ,12:00,24.4
2013 ,9 ,12 ,12:00,26.4
2013 ,9 ,13 ,12:00,27.8
2013 ,9 ,14 ,12:00,26.1
2013 ,9 ,15 ,12:00,22.5
2013 ,9 ,16 ,12:00,22.1
2013 ,9 ,17 ,12:00,20.3
2013 ,9 ,18 ,12:00,21.8
2013 ,9 ,19 ,12:00,21.9
2013 ,9 ,20 ,12:00,21.2
2013 ,9 ,21 ,12:00,22.1
2013 ,9 ,22 ,12:00,23.8
2013 ,9 ,23 ,12:00,23.7
2013 ,9 ,24 ,12:00,22.8
2013 ,9 ,25 ,12:00,24.2
2013 ,9 ,26 ,12:00,21.4
2013 ,9 ,27 ,12:00,19.8
2013 ,9 ,28 ,12:00,19.3
2013 ,9 ,29 ,12:00,20.3
2013 ,9 ,30 ,12:00,21
2013 ,10 ,1 ,12:00,22.9
2013 ,10 ,2 ,12:00,23.2
2013 ,10 ,3 ,12:00,19.5
2013 ,10 ,4 ,12:00,18.6
2013 ,10 ,5 ,12:00,19.5
2013 ,10 ,6 ,12:00,23.4
2013 ,10 ,7 ,12:00,24.2
2013 ,10 ,8 ,12:00,22.8
2013 ,10 ,9 ,12:00,25.4
2013 ,10 ,10 ,12:00,24.8
2013 ,10 ,11 ,12:00,23.9
2013 ,10 ,12 ,12:00,18.4
2013 ,10 ,13 ,12:00,16.5
2013 ,10 ,14 ,12:00,17.9
2013 ,10 ,15 ,12:00,17.2
2013 ,10 ,16 ,12:00,16.4
2013 ,10 ,17 ,12:00,13.4
2013 ,10 ,18 ,12:00,14.6
2013 ,10 ,19 ,12:00,16.2
2013 ,10 ,20 ,12:00,16
2013 ,10 ,21 ,12:00,17.9
2013 ,10 ,22 ,12:00,18.3
2013 ,10 ,23 ,12:00,17.4
2013 ,10 ,24 ,12:00,18.1
2013 ,10 ,25 ,12:00,17.3
2013 ,10 ,26 ,12:00,14.8
2013 ,10 ,27 ,12:00,12.5
2013 ,10 ,28 ,12:00,12.3
2013 ,10 ,29 ,12:00,14.7
2013 ,10 ,30 ,12:00,14.4
2013 ,10 ,31 ,12:00,13
2013 ,11 ,1 ,12:00,13
2013 ,11 ,2 ,12:00,13
2013 ,11 ,3 ,12:00,15
2013 ,11 ,4 ,12:00,14.6
2013 ,11 ,5 ,12:00,12.2
2013 ,11 ,6 ,12:00,13
2013 ,11 ,7 ,12:00,14.9
2013 ,11 ,8 ,12:00,12.6
2013 ,11 ,9 ,12:00,12.8
2013 ,11 ,10 ,12:00,14.6
2013 ,11 ,11 ,12:00,9.8
2013 ,11 ,12 ,12:00,7.1
2013 ,11 ,13 ,12:00,7.6
2013 ,11 ,14 ,12:00,8.9
2013 ,11 ,15 ,12:00,10.8
2013 ,11 ,16 ,12:00,10
2013 ,11 ,17 ,12:00,10.4
2013 ,11 ,18 ,12:00,7.4
2013 ,11 ,19 ,12:00,6.4
2013 ,11 ,20 ,12:00,5.8
2013 ,11 ,21 ,12:00,6.3
2013 ,11 ,22 ,12:00,7.3
2013 ,11 ,23 ,12:00,6.9
2013 ,11 ,24 ,12:00,7.7
2013 ,11 ,25 ,12:00,12.8
2013 ,11 ,26 ,12:00,7.3
2013 ,11 ,27 ,12:00,6.3
2013 ,11 ,28 ,12:00,5.7
2013 ,11 ,29 ,12:00,2.9
2013 ,11 ,30 ,12:00,3.8
2013 ,12 ,1 ,12:00,5.5
2013 ,12 ,2 ,12:00,5.8
2013 ,12 ,3 ,12:00,6.1
2013 ,12 ,4 ,12:00,5.6
2013 ,12 ,5 ,12:00,6.4
2013 ,12 ,6 ,12:00,6.8
2013 ,12 ,7 ,12:00,6
2013 ,12 ,8 ,12:00,4.9
2013 ,12 ,9 ,12:00,6
2013 ,12 ,10 ,12:00,9
2013 ,12 ,11 ,12:00,6.6
2013 ,12 ,12 ,12:00,3.4
2013 ,12 ,13 ,12:00,2.7
2013 ,12 ,14 ,12:00,3.1
2013 ,12 ,15 ,12:00,5.2
2013 ,12 ,16 ,12:00,5.7
2013 ,12 ,17 ,12:00,6.5
2013 ,12 ,18 ,12:00,5.8
2013 ,12 ,19 ,12:00,6.9
2013 ,12 ,20 ,12:00,3.5
2013 ,12 ,21 ,12:00,3.7
2013 ,12 ,22 ,12:00,3.4
2013 ,12 ,23 ,12:00,3.3
2013 ,12 ,24 ,12:00,4.6
2013 ,12 ,25 ,12:00,4.2
2013 ,12 ,26 ,12:00,4
2013 ,12 ,27 ,12:00,4.3
2013 ,12 ,28 ,12:00,0.8
2013 ,12 ,29 ,12:00,0.7
2013 ,12 ,30 ,12:00,1.8
2013 ,12 ,31 ,12:00,3.8
2014 ,1 ,1 ,12:00,5.2
2014 ,1 ,2 ,12:00,3.2
2014 ,1 ,3 ,12:00,3.8
2014 ,1 ,4 ,12:00,3.1
2014 ,1 ,5 ,12:00,2.3
2014 ,1 ,6 ,12:00,1.2
2014 ,1 ,7 ,12:00,2.6
2014 ,1 ,8 ,12:00,4.9
2014 ,1 ,9 ,12:00,4.1
2014 ,1 ,10 ,12:00,0.8
2014 ,1 ,11 ,12:00,0.8
2014 ,1 ,12 ,12:00,0.8
2014 ,1 ,13 ,12:00,1
2014 ,1 ,14 ,12:00,0.8
2014 ,1 ,15 ,12:00,2.6
2014 ,1 ,16 ,12:00,3.3
2014 ,1 ,17 ,12:00,3
2014 ,1 ,18 ,12:00,3
2014 ,1 ,19 ,12:00,0.1
2014 ,1 ,20 ,12:00,1.5
2014 ,1 ,21 ,12:00,2.9
2014 ,1 ,22 ,12:00,1.6
2014 ,1 ,23 ,12:00,2.3
2014 ,1 ,24 ,12:00,2.6
2014 ,1 ,25 ,12:00,5.9
2014 ,1 ,26 ,12:00,5.2
2014 ,1 ,27 ,12:00,2
2014 ,1 ,28 ,12:00,2.8
2014 ,1 ,29 ,12:00,4.2
2014 ,1 ,30 ,12:00,6
2014 ,1 ,31 ,12:00,7
2014 ,2 ,1 ,12:00,5.4
2014 ,2 ,2 ,12:00,9.7
2014 ,2 ,3 ,12:00,9.8
2014 ,2 ,4 ,12:00,2.7
2014 ,2 ,5 ,12:00,0
2014 ,2 ,6 ,12:00,0.2
2014 ,2 ,7 ,12:00,2
2014 ,2 ,8 ,12:00,2.1
2014 ,2 ,9 ,12:00,2.9
2014 ,2 ,10 ,12:00,2
2014 ,2 ,11 ,12:00,1.4
2014 ,2 ,12 ,12:00,3.6
2014 ,2 ,13 ,12:00,2.8
2014 ,2 ,14 ,12:00,2.3
2014 ,2 ,15 ,12:00,4.7
2014 ,2 ,16 ,12:00,4.3
2014 ,2 ,17 ,12:00,2.5
2014 ,2 ,18 ,12:00,2.4
2014 ,2 ,19 ,12:00,2.8
2014 ,2 ,20 ,12:00,3.1
2014 ,2 ,21 ,12:00,1.1
2014 ,2 ,22 ,12:00,2.5
2014 ,2 ,23 ,12:00,2.4
2014 ,2 ,24 ,12:00,3
2014 ,2 ,25 ,12:00,5.5
2014 ,2 ,26 ,12:00,7.2
2014 ,2 ,27 ,12:00,10.1
2014 ,2 ,28 ,12:00,10.4
2014 ,3 ,1 ,12:00,7.4
2014 ,3 ,2 ,12:00,7.2
2014 ,3 ,3 ,12:00,4.5
2014 ,3 ,4 ,12:00,4.7
2014 ,3 ,5 ,12:00,6.5
2014 ,3 ,6 ,12:00,2.1
2014 ,3 ,7 ,12:00,1.6
2014 ,3 ,8 ,12:00,3.1
2014 ,3 ,9 ,12:00,4.3
2014 ,3 ,10 ,12:00,2.1
2014 ,3 ,11 ,12:00,3.8
2014 ,3 ,12 ,12:00,7.5
2014 ,3 ,13 ,12:00,9.9
2014 ,3 ,14 ,12:00,4.6
2014 ,3 ,15 ,12:00,4.2
2014 ,3 ,16 ,12:00,8.4
2014 ,3 ,17 ,12:00,10.8
2014 ,3 ,18 ,12:00,10.1
2014 ,3 ,19 ,12:00,9.9
2014 ,3 ,20 ,12:00,7.7
2014 ,3 ,21 ,12:00,4.6
2014 ,3 ,22 ,12:00,5.4
2014 ,3 ,23 ,12:00,7.1
2014 ,3 ,24 ,12:00,9.3
2014 ,3 ,25 ,12:00,12.1
2014 ,3 ,26 ,12:00,13
2014 ,3 ,27 ,12:00,12.6
2014 ,3 ,28 ,12:00,11.9
2014 ,3 ,29 ,12:00,14.1
2014 ,3 ,30 ,12:00,15.3
2014 ,3 ,31 ,12:00,11.8
2014 ,4 ,1 ,12:00,10.1
2014 ,4 ,2 ,12:00,13
2014 ,4 ,3 ,12:00,15.4
2014 ,4 ,4 ,12:00,9.5
2014 ,4 ,5 ,12:00,5.8
2014 ,4 ,6 ,12:00,5.7
2014 ,4 ,7 ,12:00,6.9
2014 ,4 ,8 ,12:00,11.4
2014 ,4 ,9 ,12:00,13.5
2014 ,4 ,10 ,12:00,11.6
2014 ,4 ,11 ,12:00,9.4
2014 ,4 ,12 ,12:00,10.3
2014 ,4 ,13 ,12:00,10.5
2014 ,4 ,14 ,12:00,12.1
2014 ,4 ,15 ,12:00,11
2014 ,4 ,16 ,12:00,13.7
2014 ,4 ,17 ,12:00,15.6
2014 ,4 ,18 ,12:00,14.7
2014 ,4 ,19 ,12:00,11.9
2014 ,4 ,20 ,12:00,11.7
2014 ,4 ,21 ,12:00,13.8
2014 ,4 ,22 ,12:00,13.4
2014 ,4 ,23 ,12:00,13.2
2014 ,4 ,24 ,12:00,13.4
2014 ,4 ,25 ,12:00,13.8
2014 ,4 ,26 ,12:00,16
2014 ,4 ,27 ,12:00,16.6
2014 ,4 ,28 ,12:00,14.9
2014 ,4 ,29 ,12:00,15.2
2014 ,4 ,30 ,12:00,17.3
2014 ,5 ,1 ,12:00,17
2014 ,5 ,2 ,12:00,17.7
2014 ,5 ,3 ,12:00,16.6
2014 ,5 ,4 ,12:00,15.1
2014 ,5 ,5 ,12:00,15.1
2014 ,5 ,6 ,12:00,13.8
2014 ,5 ,7 ,12:00,14.5
2014 ,5 ,8 ,12:00,16.4
2014 ,5 ,9 ,12:00,17.1
2014 ,5 ,10 ,12:00,15.4
2014 ,5 ,11 ,12:00,18.3
2014 ,5 ,12 ,12:00,17.6
2014 ,5 ,13 ,12:00,19.7
2014 ,5 ,14 ,12:00,17.4
2014 ,5 ,15 ,12:00,15.8
2014 ,5 ,16 ,12:00,17.9
2014 ,5 ,17 ,12:00,16.8
2014 ,5 ,18 ,12:00,18.2
2014 ,5 ,19 ,12:00,18.8
2014 ,5 ,20 ,12:00,18.1
2014 ,5 ,21 ,12:00,16.8
2014 ,5 ,22 ,12:00,17
2014 ,5 ,23 ,12:00,16.8
2014 ,5 ,24 ,12:00,18.5
2014 ,5 ,25 ,12:00,21.2
2014 ,5 ,26 ,12:00,18.6
2014 ,5 ,27 ,12:00,20
2014 ,5 ,28 ,12:00,20.3
2014 ,5 ,29 ,12:00,21.8
2014 ,5 ,30 ,12:00,23.3
2014 ,5 ,31 ,12:00,23.6
2014 ,6 ,1 ,12:00,24.2
2014 ,6 ,2 ,12:00,23
2014 ,6 ,3 ,12:00,21.2
2014 ,6 ,4 ,12:00,20.4
2014 ,6 ,5 ,12:00,20.3
2014 ,6 ,6 ,12:00,21.7
2014 ,6 ,7 ,12:00,21.7
2014 ,6 ,8 ,12:00,23.1
2014 ,6 ,9 ,12:00,24.2
2014 ,6 ,10 ,12:00,23.6
2014 ,6 ,11 ,12:00,22.9
2014 ,6 ,12 ,12:00,20.3
2014 ,6 ,13 ,12:00,19.5
2014 ,6 ,14 ,12:00,21.1
2014 ,6 ,15 ,12:00,22.3
2014 ,6 ,16 ,12:00,22.6
2014 ,6 ,17 ,12:00,21.7
2014 ,6 ,18 ,12:00,20.4
2014 ,6 ,19 ,12:00,22.3
2014 ,6 ,20 ,12:00,23.5
2014 ,6 ,21 ,12:00,23.3
2014 ,6 ,22 ,12:00,21.3
2014 ,6 ,23 ,12:00,22.5
2014 ,6 ,24 ,12:00,21.6
2014 ,6 ,25 ,12:00,23.6
2014 ,6 ,26 ,12:00,23.7
2014 ,6 ,27 ,12:00,23.2
2014 ,6 ,28 ,12:00,23
2014 ,6 ,29 ,12:00,22.8
2014 ,6 ,30 ,12:00,22.8
2014 ,7 ,1 ,12:00,24.8
2014 ,7 ,2 ,12:00,24.9
2014 ,7 ,3 ,12:00,21.2
2014 ,7 ,4 ,12:00,23.3
2014 ,7 ,5 ,12:00,22.2
2014 ,7 ,6 ,12:00,23.1
2014 ,7 ,7 ,12:00,23.7
2014 ,7 ,8 ,12:00,26.6
2014 ,7 ,9 ,12:00,27.3
